# From http://arep.med.harvard.edu/mrnadata/expression.html
# Finding DNA Regulatory Motifs within Unaligned Non-Coding Sequences Clustered by Whole-Genome mRNA Quantitation, Roth, F.R., Hughes, J. D., Estep, P. E. & G.M. Church, Nature Biotechnology 1998   
orf	expr.a	expr.alpha	low.sig.a	low.sig.alpha
YAR023C	0.09	0.04	TRUE	TRUE
YAR028W	0.09	0.08	TRUE	FALSE
YAR033W	0.09	0.06	TRUE	FALSE
YAR042W	0.1	0.15	FALSE	FALSE
YAR066W	0.09	0.06	TRUE	FALSE
YAR071W	0.09	0.05	TRUE	FALSE
YAR073W	0.11	0.04	FALSE	TRUE
YAR075W	0.22	0.22	FALSE	FALSE
YBL011W	0.13	0.06	FALSE	FALSE
YBL021C	0.09	0.04	TRUE	TRUE
YBL022C	0.11	0.08	FALSE	FALSE
YBL026W	0.09	0.04	TRUE	TRUE
YBL032W	0.17	0.11	FALSE	FALSE
YBL033C	0.13	0.05	FALSE	FALSE
YBL034C	0.09	0.04	TRUE	TRUE
YBL042C	0.1	0.04	FALSE	TRUE
YBL043W	0.09	0.05	TRUE	FALSE
YBL047C	0.09	0.05	TRUE	FALSE
YBL048W	0.09	0.04	TRUE	FALSE
YBL049W	0.09	0.06	TRUE	FALSE
YBL051C	0.09	0.07	FALSE	FALSE
YBL055C	0.09	0.04	TRUE	TRUE
YBL056W	0.09	0.05	TRUE	TRUE
YBL057C	0.09	0.06	FALSE	FALSE
YBL058W	0.21	0.05	FALSE	FALSE
YBL063W	0.09	0.04	TRUE	TRUE
YBL068W	0.25	0.24	FALSE	FALSE
YBL069W	0.09	0.04	TRUE	TRUE
YBL071C	0.09	0.05	TRUE	FALSE
YBL077W	0.09	0.06	FALSE	FALSE
YBL078C	0.09	0.05	TRUE	FALSE
YBL082C	0.09	0.05	TRUE	FALSE
YBL084C	0.09	0.05	TRUE	FALSE
YBL091C	0.41	0.37	FALSE	FALSE
YBL099W	1.71	0.68	FALSE	FALSE
YBL101W-A	0.09	0.05	TRUE	FALSE
YBL103C	0.09	0.04	TRUE	FALSE
YBL106C	0.09	0.04	TRUE	FALSE
YBL112C	0.09	0.08	TRUE	FALSE
YBR001C	0.09	0.04	TRUE	TRUE
YBR005W	0.36	0.2	FALSE	FALSE
YBR006W	0.12	0.04	FALSE	TRUE
YBR012W-B	0.09	0.09	TRUE	FALSE
YBR013C	0.09	0.04	TRUE	FALSE
YBR018C	0.09	0.04	TRUE	TRUE
YBR019C	0.09	0.04	TRUE	TRUE
YBR020W	0.09	0.04	TRUE	TRUE
YBR022W	0.1	0.04	FALSE	TRUE
YBR024W	0.09	0.05	TRUE	FALSE
YBR026C	0.09	0.1	TRUE	FALSE
YBR028C	0.09	0.04	TRUE	TRUE
YBR034C	0.1	0.1	FALSE	FALSE
YBR037C	0.1	0.05	FALSE	FALSE
YBR038W	0.09	0.05	TRUE	TRUE
YBR042C	0.1	0.11	FALSE	FALSE
YBR043C	0.1	0.04	FALSE	FALSE
YBR049C	0.09	0.07	TRUE	FALSE
YBR050C	0.09	0.04	TRUE	TRUE
YBR056W	0.12	0.05	FALSE	TRUE
YBR061C	0.09	0.06	TRUE	FALSE
YBR063C	0.09	0.06	TRUE	FALSE
YBR066C	0.09	0.05	FALSE	FALSE
YBR070C	0.19	0.13	FALSE	FALSE
YBR071W	0.13	0.05	FALSE	FALSE
YBR073W	0.09	0.07	TRUE	FALSE
YBR080C	0.14	0.13	FALSE	FALSE
YBR083W	0.12	0.07	FALSE	FALSE
YBR084W	0.1	0.1	TRUE	FALSE
YBR087W	0.11	0.11	FALSE	FALSE
YBR091C	0.09	0.11	TRUE	FALSE
YBR105C	0.15	0.06	FALSE	TRUE
YBR108W	0.09	0.04	TRUE	FALSE
YBR116C	0.09	0.05	TRUE	FALSE
YBR117C	0.09	0.04	TRUE	TRUE
YBR123C	0.09	0.04	TRUE	TRUE
YBR125C	0.09	0.07	TRUE	FALSE
YBR129C	0.09	0.04	TRUE	FALSE
YBR132C	0.12	0.07	FALSE	FALSE
YBR133C	0.09	0.1	TRUE	FALSE
YBR135W	0.18	0.16	FALSE	FALSE
YBR137W	0.13	0.1	FALSE	FALSE
YBR140C	0.11	0.07	FALSE	FALSE
YBR151W	0.19	0.09	FALSE	FALSE
YBR154C	0.11	0.1	FALSE	FALSE
YBR157C	0.1	0.06	TRUE	FALSE
YBR160W	0.21	0.23	FALSE	FALSE
YBR163W	0.09	0.06	TRUE	FALSE
YBR164C	0.09	0.09	TRUE	FALSE
YBR166C	0.09	0.04	TRUE	FALSE
YBR169C	0.2	0.06	FALSE	FALSE
YBR187W	0.93	0.7	FALSE	FALSE
YBR188C	0.09	0.05	TRUE	FALSE
YBR191W	28.82	26.13	FALSE	FALSE
YBR201W	0.09	0.05	TRUE	TRUE
YBR205W	0.11	0.08	FALSE	FALSE
YBR206W	0.09	0.05	FALSE	FALSE
YBR210W	0.1	0.06	FALSE	FALSE
YBR211C	0.09	0.04	TRUE	TRUE
YBR212W	0.09	0.04	TRUE	FALSE
YBR213W	0.09	0.04	TRUE	TRUE
YBR218C	0.24	0.09	FALSE	FALSE
YBR227C	0.09	0.04	TRUE	FALSE
YBR231C	0.09	0.04	TRUE	TRUE
YBR235W	0.09	0.09	TRUE	FALSE
YBR242W	0.09	0.07	TRUE	FALSE
YBR243C	0.17	0.11	FALSE	FALSE
YBR244W	0.09	0.06	TRUE	FALSE
YBR248C	0.09	0.08	TRUE	FALSE
YBR253W	0.09	0.04	TRUE	TRUE
YBR260C	0.09	0.06	TRUE	FALSE
YBR264C	0.09	0.06	TRUE	FALSE
YBR274W	0.09	0.07	FALSE	FALSE
YBR280C	0.12	0.08	FALSE	FALSE
YBR282W	0.13	0.08	FALSE	FALSE
YBR287W	0.48	0.31	FALSE	FALSE
YBR288C	0.09	0.05	TRUE	FALSE
YBR293W	0.09	0.04	TRUE	TRUE
YBR297W	0.09	0.04	TRUE	TRUE
YBR301W	0.14	0.08	FALSE	FALSE
YCL001W	0.1	0.08	FALSE	FALSE
YCL016C	0.09	0.05	TRUE	FALSE
YCL019W	0.1	0.09	TRUE	FALSE
YCL027W	0.09	0.08	TRUE	FALSE
YCL029C	0.09	0.06	TRUE	FALSE
YCL036W	0.09	0.04	TRUE	FALSE
YCL038C	0.12	0.07	FALSE	FALSE
YCL039W	0.09	0.05	TRUE	FALSE
YCL042W	0.31	0.15	FALSE	FALSE
YCL044C	0.09	0.05	TRUE	FALSE
YCL045C	0.11	0.05	FALSE	TRUE
YCL047C	0.11	0.07	FALSE	FALSE
YCL049C	0.18	0.09	FALSE	FALSE
YCL057W	0.09	0.04	TRUE	TRUE
YCL067C	0.09	0.12	TRUE	FALSE
YCL073C	0.12	0.12	FALSE	FALSE
YCLX06C	0.09	0.07	TRUE	FALSE
YCR008W	0.09	0.05	TRUE	FALSE
YCR011C	0.09	0.07	FALSE	FALSE
YCR018C	0.09	0.04	TRUE	TRUE
YCR020C	0.09	0.08	TRUE	FALSE
YCR030C	0.09	0.05	TRUE	FALSE
YCR031C	8.73	4.9	FALSE	FALSE
YCR034W	0.75	0.4	FALSE	FALSE
YCR035C	0.09	0.08	TRUE	FALSE
YCR036W	0.09	0.08	TRUE	FALSE
YCR037C	0.09	0.06	TRUE	FALSE
YCR046C	0.36	0.19	FALSE	FALSE
YCR047C	0.09	0.06	TRUE	FALSE
YCR057C	0.09	0.06	TRUE	FALSE
YCR059C	0.17	0.2	FALSE	FALSE
YCR065W	0.13	0.07	FALSE	FALSE
YCR069W	0.37	0.14	FALSE	FALSE
YCR071C	0.09	0.04	TRUE	TRUE
YCR072C	0.09	0.04	TRUE	TRUE
YCR087W	0.09	0.04	TRUE	FALSE
YCRX07W	0.09	0.06	TRUE	FALSE
YCRX19W	0.09	0.06	TRUE	FALSE
YCRX21C	0.09	0.05	TRUE	FALSE
YDL001W	0.09	0.05	TRUE	FALSE
YDL008W	0.14	0.13	FALSE	FALSE
YDL010W	0.12	0.07	FALSE	FALSE
YDL012C	0.24	0.17	FALSE	FALSE
YDL018C	0.09	0.06	TRUE	TRUE
YDL024C	0.09	0.04	TRUE	FALSE
YDL040C	0.09	0.06	FALSE	FALSE
YDL042C	0.09	0.06	TRUE	FALSE
YDL049C	0.09	0.04	TRUE	FALSE
YDL051W	0.11	0.1	FALSE	FALSE
YDL054C	0.09	0.06	TRUE	FALSE
YDL059C	0.09	0.05	TRUE	FALSE
YDL064W	0.25	0.25	FALSE	FALSE
YDL076C	0.09	0.08	TRUE	FALSE
YDL080C	0.1	0.05	TRUE	FALSE
YDL085W	0.09	0.04	TRUE	TRUE
YDL086W	0.51	0.15	FALSE	FALSE
YDL092W	0.09	0.07	TRUE	FALSE
YDL093W	0.11	0.05	FALSE	TRUE
YDL097C	0.13	0.08	FALSE	FALSE
YDL102W	0.09	0.05	TRUE	FALSE
YDL120W	0.1	0.09	TRUE	FALSE
YDL122W	0.09	0.07	TRUE	FALSE
YDL123W	0.17	0.11	FALSE	FALSE
YDL133W	0.09	0.04	FALSE	TRUE
YDL135C	0.13	0.09	FALSE	FALSE
YDL140C	0.13	0.09	TRUE	FALSE
YDL141W	0.09	0.04	TRUE	TRUE
YDL142C	0.13	0.07	FALSE	FALSE
YDL145C	0.09	0.11	TRUE	FALSE
YDL147W	0.09	0.05	TRUE	FALSE
YDL153C	0.09	0.05	TRUE	FALSE
YDL155W	0.09	0.05	TRUE	FALSE
YDL157C	0.22	0.21	FALSE	FALSE
YDL173W	0.09	0.06	TRUE	FALSE
YDL178W	0.09	0.06	TRUE	FALSE
YDL179W	0.09	0.04	TRUE	TRUE
YDL180W	0.09	0.05	TRUE	FALSE
YDL190C	0.1	0.07	TRUE	FALSE
YDL191W	2.15	2.03	FALSE	FALSE
YDL193W	0.09	0.05	FALSE	FALSE
YDL201W	0.09	0.08	TRUE	FALSE
YDL204W	0.17	0.1	FALSE	FALSE
YDL205C	0.09	0.07	TRUE	FALSE
YDL213C	0.09	0.04	TRUE	TRUE
YDL215C	0.11	0.07	FALSE	FALSE
YDL217C	0.09	0.08	TRUE	FALSE
YDL220C	0.13	0.07	FALSE	TRUE
YDL222C	0.23	0.05	FALSE	FALSE
YDL223C	0.11	0.06	FALSE	FALSE
YDL224C	0.09	0.11	TRUE	FALSE
YDL228C	0.09	0.05	TRUE	FALSE
YDL230W	0.09	0.04	TRUE	TRUE
YDL234C	0.09	0.04	TRUE	TRUE
YDL235C	0.09	0.05	TRUE	FALSE
YDL241W	0.09	0.05	TRUE	FALSE
YDR001C	0.17	0.09	FALSE	FALSE
YDR006C	0.09	0.04	TRUE	TRUE
YDR009W	0.09	0.04	TRUE	TRUE
YDR017C	0.09	0.04	TRUE	FALSE
YDR020C	0.09	0.05	TRUE	FALSE
YDR024W	0.09	0.08	TRUE	FALSE
YDR027C	0.09	0.05	TRUE	FALSE
YDR031W	0.09	0.04	TRUE	TRUE
YDR036C	0.09	0.1	FALSE	FALSE
YDR038C	0.11	0.08	FALSE	FALSE
YDR041W	0.1	0.06	TRUE	FALSE
YDR043C	0.09	0.07	TRUE	FALSE
YDR044W	0.4	0.22	FALSE	FALSE
YDR045C	0.11	0.07	FALSE	FALSE
YDR051C	0.09	0.05	TRUE	FALSE
YDR062W	0.52	0.22	FALSE	FALSE
YDR067C	0.09	0.09	FALSE	FALSE
YDR070C	0.51	0.08	FALSE	FALSE
YDR071C	0.17	0.12	FALSE	FALSE
YDR073W	0.09	0.06	TRUE	FALSE
YDR074W	0.29	0.09	FALSE	FALSE
YDR082W	0.09	0.04	TRUE	FALSE
YDR091C	0.13	0.16	FALSE	FALSE
YDR093W	0.09	0.05	TRUE	TRUE
YDR094W	0.1	0.04	FALSE	TRUE
YDR097C	0.09	0.06	TRUE	FALSE
YDR101C	0.09	0.06	TRUE	FALSE
YDR103W	0.09	0.05	TRUE	FALSE
YDR116C	0.11	0.05	FALSE	TRUE
YDR117C	0.09	0.07	TRUE	FALSE
YDR119W	0.11	0.1	TRUE	FALSE
YDR120C	0.09	0.05	TRUE	FALSE
YDR121W	0.09	0.05	TRUE	FALSE
YDR128W	0.09	0.04	TRUE	FALSE
YDR130C	0.09	0.05	TRUE	FALSE
YDR138W	0.09	0.04	TRUE	FALSE
YDR141C	0.09	0.04	TRUE	TRUE
YDR143C	0.09	0.04	TRUE	TRUE
YDR147W	0.09	0.04	TRUE	TRUE
YDR148C	0.31	0.17	FALSE	FALSE
YDR152W	0.09	0.08	TRUE	FALSE
YDR153C	0.1	0.05	FALSE	TRUE
YDR156W	0.5	0.42	FALSE	FALSE
YDR160W	0.09	0.04	TRUE	FALSE
YDR161W	0.09	0.07	TRUE	FALSE
YDR163W	0.09	0.06	TRUE	FALSE
YDR165W	0.09	0.06	TRUE	FALSE
YDR166C	0.09	0.05	TRUE	FALSE
YDR167W	0.1	0.04	FALSE	TRUE
YDR185C	0.09	0.05	TRUE	FALSE
YDR187C	0.09	0.06	TRUE	FALSE
YDR194C	0.11	0.09	FALSE	FALSE
YDR196C	0.1	0.07	FALSE	FALSE
YDR205W	0.09	0.06	TRUE	FALSE
YDR208W	0.09	0.05	TRUE	FALSE
YDR216W	0.09	0.07	TRUE	FALSE
YDR235W	0.09	0.04	TRUE	FALSE
YDR236C	0.13	0.13	FALSE	FALSE
YDR239C	0.1	0.05	FALSE	FALSE
YDR242W	0.09	0.05	TRUE	FALSE
YDR245W	0.13	0.11	FALSE	FALSE
YDR252W	0.09	0.04	TRUE	TRUE
YDR258C	0.13	0.04	FALSE	TRUE
YDR260C	0.09	0.09	TRUE	FALSE
YDR264C	0.11	0.06	FALSE	FALSE
YDR267C	0.09	0.06	FALSE	FALSE
YDR271C	0.09	0.06	TRUE	FALSE
YDR272W	0.21	0.16	FALSE	FALSE
YDR286C	0.1	0.07	TRUE	FALSE
YDR287W	0.09	0.05	TRUE	FALSE
YDR291W	0.09	0.06	TRUE	FALSE
YDR292C	0.09	0.06	TRUE	FALSE
YDR293C	0.09	0.06	TRUE	FALSE
YDR294C	0.16	0.15	FALSE	FALSE
YDR297W	1.38	0.95	FALSE	FALSE
YDR303C	0.09	0.05	TRUE	FALSE
YDR306C	0.09	0.05	TRUE	FALSE
YDR308C	0.09	0.05	TRUE	FALSE
YDR309C	0.13	0.14	FALSE	FALSE
YDR315C	0.09	0.04	TRUE	FALSE
YDR318W	0.09	0.04	TRUE	TRUE
YDR319C	0.11	0.1	FALSE	FALSE
YDR320C	0.09	0.05	TRUE	FALSE
YDR322W	0.12	0.1	FALSE	FALSE
YDR323C	0.09	0.06	TRUE	FALSE
YDR329C	0.09	0.06	TRUE	FALSE
YDR335W	0.09	0.06	TRUE	FALSE
YDR337W	0.12	0.05	FALSE	FALSE
YDR338C	0.09	0.06	TRUE	FALSE
YDR348C	0.09	0.05	TRUE	FALSE
YDR350C	0.09	0.04	FALSE	TRUE
YDR362C	0.09	0.05	TRUE	FALSE
YDR364C	0.09	0.04	TRUE	TRUE
YDR365C	0.09	0.08	TRUE	FALSE
YDR373W	0.09	0.05	TRUE	FALSE
YDR375C	0.09	0.04	TRUE	FALSE
YDR381W	0.41	0.47	FALSE	FALSE
YDR387C	0.09	0.04	TRUE	TRUE
YDR389W	0.09	0.05	TRUE	FALSE
YDR390C	0.09	0.05	TRUE	FALSE
YDR392W	0.09	0.04	TRUE	FALSE
YDR397C	0.09	0.04	TRUE	TRUE
YDR407C	0.09	0.06	TRUE	FALSE
YDR409W	0.09	0.05	TRUE	FALSE
YDR415C	0.09	0.06	TRUE	FALSE
YDR422C	0.09	0.05	TRUE	FALSE
YDR423C	0.11	0.07	FALSE	FALSE
YDR435C	0.13	0.07	FALSE	FALSE
YDR436W	0.09	0.04	TRUE	FALSE
YDR451C	0.09	0.06	TRUE	FALSE
YDR452W	0.15	0.11	FALSE	FALSE
YDR453C	0.2	0.07	FALSE	FALSE
YDR462W	0.1	0.08	FALSE	FALSE
YDR463W	0.09	0.09	TRUE	FALSE
YDR470C	0.09	0.08	TRUE	FALSE
YDR472W	0.14	0.11	FALSE	FALSE
YDR474C	0.09	0.06	TRUE	TRUE
YDR482C	0.09	0.04	TRUE	TRUE
YDR483W	0.67	0.58	FALSE	FALSE
YDR486C	0.09	0.06	TRUE	FALSE
YDR494W	0.09	0.04	TRUE	FALSE
YDR505C	0.09	0.06	TRUE	FALSE
YDR511W	0.09	0.07	TRUE	FALSE
YDR512C	0.09	0.04	TRUE	TRUE
YDR514C	0.09	0.05	TRUE	FALSE
YDR520C	0.09	0.07	TRUE	FALSE
YDR531W	0.09	0.08	TRUE	FALSE
YDR534C	0.09	0.09	TRUE	FALSE
YDR539W	0.09	0.05	TRUE	FALSE
YDR541C	0.09	0.06	TRUE	FALSE
YDR543C	0.14	0.11	TRUE	FALSE
YEL001C	0.44	0.61	FALSE	FALSE
YEL002C	0.31	0.23	FALSE	FALSE
YEL006W	0.16	0.08	FALSE	TRUE
YEL011W	0.12	0.11	FALSE	FALSE
YEL012W	0.07	0.07	TRUE	TRUE
YEL015W	0.07	0.07	TRUE	TRUE
YEL017W	0.13	0.12	FALSE	FALSE
YEL020C	0.07	0.07	TRUE	TRUE
YEL021W	0.14	0.13	FALSE	FALSE
YEL036C	0.13	0.14	FALSE	FALSE
YEL037C	0.07	0.07	TRUE	TRUE
YEL042W	0.16	0.07	FALSE	TRUE
YEL043W	0.07	0.07	TRUE	TRUE
YEL047C	0.18	0.12	FALSE	FALSE
YEL049W	0.15	0.08	FALSE	TRUE
YEL050C	0.15	0.11	FALSE	FALSE
YEL052W	0.09	0.08	TRUE	TRUE
YEL054C	1.73	1.94	FALSE	FALSE
YEL057C	0.07	0.07	TRUE	TRUE
YEL059C-A	0.16	0.17	FALSE	FALSE
YEL059W	0.07	0.07	TRUE	TRUE
YEL063C	0.09	0.07	FALSE	TRUE
YEL066W	0.07	0.07	TRUE	TRUE
YEL074W	0.07	0.07	TRUE	TRUE
YEL075C	0.07	0.07	TRUE	TRUE
YER001W	0.07	0.07	TRUE	TRUE
YER005W	0.07	0.07	TRUE	TRUE
YER007C-A	0.13	0.07	FALSE	TRUE
YER012W	0.27	0.22	FALSE	FALSE
YER014W	0.07	0.07	TRUE	TRUE
YER017C	0.07	0.07	TRUE	TRUE
YER021W	0.09	0.09	FALSE	FALSE
YER024W	0.08	0.07	FALSE	TRUE
YER025W	0.21	0.2	FALSE	FALSE
YER028C	0.09	0.07	FALSE	TRUE
YER029C	0.07	0.07	TRUE	TRUE
YER030W	0.07	0.07	TRUE	TRUE
YER034W	0.07	0.07	TRUE	TRUE
YER035W	0.31	0.18	FALSE	FALSE
YER036C	0.16	0.17	FALSE	FALSE
YER037W	0.07	0.07	TRUE	TRUE
YER039C	0.07	0.07	TRUE	TRUE
YER042W	0.07	0.07	TRUE	TRUE
YER045C	0.07	0.07	TRUE	TRUE
YER046W	0.07	0.07	TRUE	TRUE
YER048C	0.07	0.07	FALSE	TRUE
YER049W	0.07	0.07	TRUE	TRUE
YER050C	0.07	0.07	TRUE	TRUE
YER052C	0.16	0.17	FALSE	FALSE
YER056C-A	2.49	1.66	FALSE	FALSE
YER058W	0.07	0.07	TRUE	TRUE
YER060W	0.07	0.07	TRUE	TRUE
YER060W-A	0.09	0.07	FALSE	TRUE
YER061C	0.07	0.07	TRUE	TRUE
YER064C	0.08	0.07	TRUE	TRUE
YER068W	0.07	0.08	TRUE	TRUE
YER076C	0.11	0.08	FALSE	FALSE
YER078C	0.07	0.07	TRUE	TRUE
YER079W	0.08	0.09	FALSE	FALSE
YER081W	0.07	0.07	TRUE	TRUE
YER082C	0.07	0.07	TRUE	TRUE
YER083C	0.24	0.24	FALSE	FALSE
YER084W	0.07	0.07	TRUE	TRUE
YER087C-A	0.47	0.56	FALSE	FALSE
YER087W	0.07	0.07	TRUE	TRUE
YER090W	0.08	0.07	FALSE	TRUE
YER091C	2.23	3.16	FALSE	FALSE
YER092W	0.07	0.07	TRUE	TRUE
YER093C-A	0.07	0.07	TRUE	TRUE
YER094C	0.68	0.7	FALSE	FALSE
YER095W	0.15	0.17	FALSE	FALSE
YER099C	0.1	0.07	FALSE	TRUE
YER100W	0.14	0.07	FALSE	TRUE
YER106W	0.07	0.07	FALSE	TRUE
YER107C	0.11	0.13	FALSE	FALSE
YER112W	0.08	0.07	TRUE	TRUE
YER113C	0.07	0.07	TRUE	TRUE
YER114C	0.1	0.07	FALSE	TRUE
YER115C	0.16	0.19	FALSE	FALSE
YER119C	0.07	0.09	FALSE	FALSE
YER121W	0.07	0.07	FALSE	TRUE
YER124C	0.07	0.07	TRUE	TRUE
YER125W	0.14	0.11	FALSE	FALSE
YER126C	0.07	0.07	TRUE	TRUE
YER127W	0.07	0.07	TRUE	TRUE
YER130C	0.07	0.09	TRUE	FALSE
YER131W	0.6	0.76	FALSE	FALSE
YER133W	0.07	0.07	TRUE	TRUE
YER138C	0.27	0.17	FALSE	FALSE
YER143W	0.07	0.07	TRUE	TRUE
YER145C	0.07	0.07	TRUE	TRUE
YER146W	0.12	0.07	FALSE	TRUE
YER151C	0.07	0.07	TRUE	TRUE
YER155C	0.08	0.07	FALSE	TRUE
YER157W	0.07	0.07	TRUE	TRUE
YER158C	0.07	0.15	TRUE	FALSE
YER159C	0.09	0.07	FALSE	TRUE
YER160C	0.12	0.11	FALSE	FALSE
YER166W	0.07	0.07	TRUE	TRUE
YER167W	0.07	0.07	FALSE	TRUE
YER170W	0.07	0.07	TRUE	TRUE
YER174C	0.17	0.11	FALSE	FALSE
YER175C	0.07	0.07	TRUE	TRUE
YER176W	0.07	0.08	TRUE	FALSE
YER183C	0.07	0.09	TRUE	FALSE
YER185W	0.07	0.07	TRUE	TRUE
YER186C	0.07	0.07	TRUE	TRUE
YFL-TYA	0.07	0.07	TRUE	TRUE
YFL-TYB	0.07	0.07	TRUE	TRUE
YFL002C	0.1	0.08	FALSE	TRUE
YFL005W	0.14	0.14	FALSE	FALSE
YFL006W	0.1	0.12	FALSE	FALSE
YFL007W	0.07	0.07	TRUE	TRUE
YFL009W	0.09	0.09	FALSE	FALSE
YFL013C	0.07	0.07	TRUE	TRUE
YFL016C	0.11	0.08	FALSE	TRUE
YFL017C	0.14	0.13	FALSE	FALSE
YFL018W-A	0.22	0.23	FALSE	FALSE
YFL019C	0.07	0.08	TRUE	FALSE
YFL020C	0.12	0.12	FALSE	FALSE
YFL021W	0.17	0.14	FALSE	FALSE
YFL027C	0.07	0.07	TRUE	TRUE
YFL028C	0.13	0.11	FALSE	FALSE
YFL030W	0.14	0.09	FALSE	FALSE
YFL034W	0.07	0.07	TRUE	TRUE
YFL035C-A	0.08	0.07	TRUE	TRUE
YFL041W	0.15	0.14	FALSE	FALSE
YFL043C	0.07	0.07	TRUE	TRUE
YFL044C	0.07	0.07	TRUE	TRUE
YFL048C	0.12	0.09	FALSE	FALSE
YFL054C	0.08	0.07	FALSE	TRUE
YFL057C	0.15	0.25	FALSE	FALSE
YFL058W	0.07	0.07	TRUE	TRUE
YFR001W	0.07	0.07	TRUE	TRUE
YFR003C	0.09	0.07	TRUE	TRUE
YFR004W	0.26	0.27	FALSE	FALSE
YFR006W	0.13	0.07	FALSE	TRUE
YFR007W	0.07	0.07	TRUE	TRUE
YFR010W	0.15	0.12	FALSE	FALSE
YFR011C	0.08	0.07	FALSE	FALSE
YFR018C	0.27	0.18	FALSE	FALSE
YFR020W	0.07	0.1	TRUE	FALSE
YFR021W	0.07	0.07	TRUE	TRUE
YFR022W	0.08	0.07	TRUE	TRUE
YFR024C	0.27	0.26	FALSE	FALSE
YFR025C	0.07	0.07	TRUE	TRUE
YFR026C	0.07	0.07	TRUE	TRUE
YFR028C	0.09	0.07	FALSE	TRUE
YFR030W	0.07	0.07	TRUE	TRUE
YFR031C	0.07	0.07	TRUE	TRUE
YFR033C	0.37	0.35	FALSE	FALSE
YFR034C	0.08	0.07	FALSE	TRUE
YFR036W	0.07	0.07	TRUE	TRUE
YFR037C	0.13	0.1	FALSE	FALSE
YFR041C	0.07	0.07	TRUE	TRUE
YFR042W	0.07	0.08	TRUE	FALSE
YFR044C	0.72	0.86	FALSE	FALSE
YFR045W	0.07	0.07	TRUE	TRUE
YFR048W	0.07	0.07	TRUE	TRUE
YFR052W	0.07	0.13	FALSE	FALSE
YGL002W	0.1	0.09	FALSE	FALSE
YGL003C	0.07	0.07	TRUE	TRUE
YGL004C	0.08	0.07	TRUE	TRUE
YGL006W	0.07	0.08	FALSE	FALSE
YGL010W	0.15	0.18	FALSE	FALSE
YGL013C	0.07	0.07	TRUE	TRUE
YGL020C	0.25	0.18	FALSE	FALSE
YGL021W	0.07	0.07	TRUE	TRUE
YGL023C	0.07	0.08	TRUE	TRUE
YGL024W	0.07	0.07	TRUE	TRUE
YGL026C	0.97	1.08	FALSE	FALSE
YGL028C	0.16	0.17	FALSE	FALSE
YGL029W	0.09	0.08	TRUE	TRUE
YGL035C	0.07	0.07	TRUE	TRUE
YGL036W	0.07	0.07	TRUE	TRUE
YGL038C	0.1	0.14	FALSE	FALSE
YGL039W	0.16	0.16	FALSE	FALSE
YGL040C	0.77	0.54	FALSE	FALSE
YGL044C	0.07	0.07	TRUE	TRUE
YGL045W	0.07	0.07	TRUE	TRUE
YGL047W	0.07	0.07	TRUE	TRUE
YGL051W	0.07	0.07	TRUE	TRUE
YGL053W	0.07	0.07	TRUE	TRUE
YGL057C	0.07	0.07	TRUE	TRUE
YGL058W	0.07	0.07	FALSE	TRUE
YGL062W	0.08	0.11	FALSE	FALSE
YGL068W	0.14	0.2	FALSE	FALSE
YGL070C	0.07	0.14	FALSE	FALSE
YGL077C	1.04	0.97	FALSE	FALSE
YGL078C	0.15	0.16	FALSE	FALSE
YGL079W	0.1	0.07	FALSE	TRUE
YGL081W	0.07	0.07	TRUE	TRUE
YGL082W	0.07	0.07	TRUE	TRUE
YGL087C	0.18	0.11	FALSE	FALSE
YGL088W	0.07	0.09	TRUE	FALSE
YGL091C	0.07	0.07	TRUE	TRUE
YGL096W	0.09	0.07	FALSE	TRUE
YGL097W	0.07	0.07	TRUE	TRUE
YGL099W	0.09	0.1	FALSE	FALSE
YGL100W	0.11	0.09	FALSE	FALSE
YGL101W	0.08	0.09	FALSE	FALSE
YGL102C	0.08	0.08	TRUE	TRUE
YGL107C	0.07	0.07	TRUE	TRUE
YGL111W	0.08	0.07	FALSE	TRUE
YGL112C	0.12	0.08	FALSE	FALSE
YGL114W	0.09	0.08	FALSE	FALSE
YGL115W	0.27	0.13	FALSE	FALSE
YGL117W	0.08	0.07	TRUE	TRUE
YGL119W	0.07	0.07	TRUE	TRUE
YGL122C	0.07	0.08	TRUE	FALSE
YGL124C	0.07	0.07	TRUE	TRUE
YGL126W	0.31	0.25	FALSE	FALSE
YGL127C	0.17	0.17	FALSE	FALSE
YGL128C	0.07	0.07	TRUE	TRUE
YGL130W	0.07	0.07	TRUE	TRUE
YGL134W	0.07	0.07	TRUE	TRUE
YGL137W	0.14	0.17	FALSE	FALSE
YGL141W	0.07	0.07	TRUE	TRUE
YGL142C	0.07	0.07	TRUE	TRUE
YGL143C	0.07	0.07	TRUE	TRUE
YGL148W	0.9	0.74	FALSE	FALSE
YGL151W	0.07	0.07	TRUE	TRUE
YGL153W	0.07	0.07	FALSE	FALSE
YGL154C	0.1	0.07	FALSE	TRUE
YGL155W	0.07	0.07	TRUE	TRUE
YGL156W	0.12	0.07	FALSE	TRUE
YGL157W	0.26	0.23	FALSE	FALSE
YGL159W	0.07	0.07	TRUE	TRUE
YGL160W	0.07	0.07	TRUE	TRUE
YGL162W	0.08	0.07	FALSE	TRUE
YGL166W	0.1	0.09	FALSE	FALSE
YGL172W	0.07	0.1	TRUE	FALSE
YGL173C	0.08	0.09	TRUE	FALSE
