#ORF	TR 1 (mol/min)	TR 2 (mol/min)	TR 3 (mol/min)	TR 4 (mol/min)	TR 5 (mol/min)	RA T1 (mol/cel)	RA T2 (mol/cel)	RA T3 (mol/cel)	RA T4 (mol/cel)	RA T5 (mol/cel)
orf	tr.1	tr.2	tr.3	tr.4	tr.5	ra.1	ra.2	ra.3	ra.4	ra.5
YDL181W	0.07869341	0.080274734	0.079141926	0.072148333	0.06197848	3.409533401	2.955905883	1.703388208	1.964732498	1.79570668
YDL182W	0.217929473	0.213114797	0.185382227	0.20000303	0.196181803	4.121975227	5.304212385	4.481429935	5.610617199	4.924334768
YDL183C	0.027807079	0.025223798	0.024835066	0.023604099	0.027984892	0.434641613	0.503469358	0.393904792	0.541048408	0.444026811
YDL185W	0.213419602	0.245810539	0.203757293	0.219152023	0.221936509	3.991999909	5.716069822	3.649370441	4.448300238	4.487854185
YDL186W	0.122181541	0.12499239	0.102407294	0.111327779	0.130841502	NA	NA	NA	NA	NA
YDL187C	0.08593967	0.063471089	0.068626237	0.08051577	0.048379664	1.120209954	1.479934005	NA	1.412567123	0.729106072
YDL188C	0.101379729	0.111279956	0.100770201	0.105203072	0.115386142	2.551172788	2.522811492	2.58258423	2.399973838	2.66974682
YDL190C	0.032913341	0.033334939	0.030772498	0.030293517	0.035027613	1.603761802	1.899276662	1.671811514	1.682941011	1.850712244
YDL191W	0.325541344	0.431041701	0.401921789	0.371931532	0.411835629	25.74488934	42.2170986	31.07171363	34.15559606	33.10198039
YDL192W	0.282416257	0.227894876	0.22192912	0.16739533	0.115977517	9.305099301	10.84982281	10.30646037	9.470858983	7.651603611
YDL193W	0.066305973	0.068029448	0.065863861	0.065701744	0.069703183	1.340130799	1.32191462	1.300794768	1.281114097	1.336473149
YDL194W	0.014127238	0.014999743	0.012256295	0.013263322	0.014666601	0.30014327	0.335812751	0.322717024	0.315520401	0.323367974
YDL195W	0.112553623	0.132856115	0.13529797	0.115080864	0.13673286	17.93694773	22.09408508	24.43309819	21.04024238	21.26648369
YDL196W	NA	NA	NA	NA	NA	NA	NA	1.057151062	NA	NA
YDL197C	0.142886835	0.100065693	0.086601729	0.092484526	0.082518873	2.276889785	2.380193102	2.577945111	2.401513475	2.133995878
YDL198C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDL199C	0.010729189	0.012440881	0.011880719	0.011421878	0.012629464	0.139809541	0.188185332	0.1226243	0.092625215	0.118103392
YDL200C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDL201W	0.06983229	0.05825492	0.065662342	0.057683995	0.065558963	5.355545551	6.75032465	5.034749191	5.939963622	5.637844631
YDL202W	0.075134039	0.060337052	0.078236137	0.071475112	0.07661098	0.783395929	NA	1.463595268	0.574685697	0.957851629
YDL203C	0.059833699	0.063481698	0.050145313	0.06095878	0.061619667	2.210800247	3.510231458	3.351852645	2.95040991	3.171107637
YDL204W	0.033818854	0.037441532	0.032004859	0.03153043	0.033129331	1.452533067	1.70816277	1.75192228	1.624553512	1.721428014
YDL205C	0.114915671	0.101590209	0.102659667	0.101148043	0.098123926	1.797034239	1.874630334	1.544462089	1.712029158	1.53959483
YDL206W	0.011108852	0.01301667	0.012303554	0.012046492	0.013365353	0.323844013	0.416651525	0.363578207	0.4265851	0.443149905
YDL207W	0.092184424	0.082200893	0.082312902	0.086790151	0.0844325	3.178887068	2.967941669	3.343463835	3.195037792	2.984670495
YDL208W	0.306085323	0.258231903	0.285013936	0.315709925	0.275906072	7.658089967	7.907771714	6.726418464	6.185826356	8.352151774
YDL209C	0.163642035	0.162918088	0.140527636	0.141085498	0.15835393	3.188174051	2.799667683	2.653467612	2.403106044	3.897538719
YDL210W	0.02352027	0.025230037	0.026725805	0.022893804	0.031955945	1.158842076	1.051113172	1.280968728	0.873876467	0.849694544
YDL211C	0.050581198	0.053810327	0.051875965	0.0450516	0.049263454	2.355572747	2.31493375	2.218922858	2.172305117	2.84951631
YDL212W	0.061312757	0.042006769	0.056398697	0.041415623	0.044954467	1.618132183	1.563127675	1.501334335	1.433709868	1.209811967
YDL213C	0.1376676	0.108309208	0.131404309	0.111659581	0.112966699	11.86232569	15.18526011	16.26560479	12.39132996	13.26370091
YDL215C	0.110012604	0.1212084	0.110819158	0.142696017	0.122239393	NA	NA	0.352150021	NA	0.475039179
YDL216C	0.068082033	NA	0.074049987	0.060451685	0.084350818	3.762602319	2.303760375	3.307630511	2.560293405	3.707458694
YDL217C	0.078638335	0.068023287	0.078095692	0.072397385	0.076945224	NA	NA	0.548530955	NA	NA
YDL218W	0.020092156	0.023373122	0.023499455	0.021685592	0.023949057	NA	NA	NA	NA	NA
YDL219W	0.045401224	0.040860325	0.046689786	0.040277575	0.038714355	0.919830906	1.188096021	0.92900053	NA	1.286021202
YDL220C	0.038612643	0.047669139	0.036313882	0.038376277	0.044666199	1.07540297	1.307598766	1.355204229	1.217155322	1.336421949
YDL221W	0.10347817	0.111206978	0.100270776	0.092008101	0.137208749	1.338265773	2.90168099	3.291291933	2.257122889	2.612692601
YDL222C	0.019736878	0.017567901	0.016828229	0.018428755	0.020206961	0.248090103	0.334865052	0.475518316	0.409425293	0.4216046
YDL223C	0.076620138	0.086812267	0.076710769	0.071691248	0.084894739	0.508184392	0.821403383	0.697486987	0.454611103	0.488908301
YDL224C	0.079267273	0.093221654	0.076804734	0.078306355	0.086145465	4.280877017	5.805827085	5.800263018	4.875466824	4.634373172
YDL225W	0.063896176	0.059220555	0.067644775	0.064330773	0.064381185	4.028052176	4.069608098	4.184870189	3.608992821	3.745354171
YDL226C	0.225703554	0.180517458	0.161248209	0.158472933	0.166259655	5.895408916	5.751594979	6.086119803	5.439830446	5.526402927
YDL229W	0.135283553	0.15135699	0.127515454	0.137332972	0.136217243	2.544940243	1.709183441	1.865959703	2.09499704	2.215118928
YDL230W	0.112718114	0.101720996	0.103922556	0.108308122	0.100430927	2.822312957	2.577732742	3.384359272	2.548638556	2.787332908
YDL231C	0.088336461	0.092685823	0.09048762	0.091787752	0.094315286	1.10430147	1.16448682	1.323046655	1.383195597	1.253460964
YDL232W	NA	NA	0.090570577	NA	NA	3.968417526	4.365773573	4.111080589	5.104059804	5.098260072
YDL233W	0.03382615	NA	0.029489966	0.039786598	0.037773084	0.562282015	0.751945027	0.738831188	0.716253356	0.717273411
YDL234C	0.068663061	0.089503512	0.085960818	0.095369619	0.100925155	0.902783834	0.929885137	0.907948018	0.863710428	1.22078944
YDL235C	0.084290576	0.078529205	0.069965173	0.072264282	0.081906631	6.65776952	7.527290317	5.234551666	5.548520882	6.078618853
YDL236W	0.105198636	0.104070912	0.100719776	0.107509849	0.09920667	0.911295456	0.981551164	1.265713443	0.937298687	1.149795973
YDL237W	0.070792233	0.071570522	0.082913262	0.073199273	0.075744872	0.593959439	0.61900991	0.789862031	0.590001825	0.578013368
YDL238C	0.044346502	0.055756213	0.046338139	0.047813098	0.056368987	0.497516118	0.573576462	0.474537067	0.50029724	0.479157054
YDL239C	0.019215367	0.019940918	0.021951233	0.019627328	0.02524189	NA	NA	NA	NA	NA
YDL240W	0.077244797	NA	0.063095351	NA	0.064102454	2.819605097	4.262488253	2.704405332	3.287086747	2.602341987
YDL241W	0.146167372	0.152088155	0.128738385	0.146217576	0.111064007	2.51426835	3.208327814	2.963101706	3.085850227	1.995617656
YDL242W	0.030897222	0.029159902	0.033097988	0.023561023	0.033811325	1.223840838	0.801618959	0.905491274	NA	1.252502935
YDL243C	0.07868375	0.090782321	0.08053791	0.073876453	0.090817991	1.867502866	1.543831882	1.522093715	1.256631781	2.198346371
YDL244W	0.034744814	0.027301485	0.024055673	0.032329266	0.02585638	1.288165715	1.265934091	1.255778067	1.289231945	1.502971729
YDL245C	0.011189624	NA	0.011086568	0.011212745	0.011530857	0.294076981	0.441903839	0.425367938	0.408078835	0.357425126
YDL246C	0.047363446	0.040368312	0.030474446	0.03516805	0.034354676	1.708633383	1.525030591	1.356955419	1.389253848	2.053922538
YDL247W	0.019591045	0.022042464	0.019769917	0.01960129	0.022130868	0.219037285	0.28781588	0.27357697	0.247179862	0.315781658
YDR001C	0.140365099	0.146358023	0.22532424	0.11198694	0.239599855	NA	NA	NA	NA	NA
YDR002W	0.476266562	0.356702333	0.382387153	0.382336054	0.346221014	9.176137425	8.303363962	8.755538553	7.408725575	9.47802586
YDR003W	0.09108171	0.083656261	0.077849259	0.088403801	0.081887701	0.705059672	0.692179751	0.846543058	0.837952656	0.747893181
YDR004W	0.054073702	NA	0.051039907	0.050337322	0.053504231	1.140222499	0.837686408	1.121439729	0.764705726	1.153268554
YDR005C	0.106681882	0.107286564	0.089758464	0.088945258	0.088948437	1.472492072	1.061756189	1.276453241	1.186293993	1.538475341
YDR006C	0.082371633	0.09963713	0.08148033	0.082212603	0.094891833	2.516181441	2.904136881	3.014139075	3.140224041	3.237270327
YDR007W	0.063720935	0.047206188	0.050151853	0.052502432	0.051672848	0.75745079	0.570279216	0.632317379	0.847338528	0.649541095
YDR008C	0.084730668	0.066992192	0.077068638	0.056777257	0.065813818	1.548703109	1.503191422	1.269829413	1.20109226	1.28695397
YDR009W	0.022168622	0.02662064	0.023609304	0.023039633	0.025776181	1.490533232	2.430810377	1.357951597	1.466845029	2.078078487
YDR010C	0.022862341	0.021718933	0.023471756	0.024253505	0.024835007	0.352022361	0.735258919	0.560334161	0.46419133	0.576981402
YDR012W	0.593454584	0.657644046	0.494732717	0.794325896	0.761974646	9.429993944	9.113309781	8.824828709	8.72815349	7.377235594
YDR013W	0.064276789	NA	0.075219379	0.042738932	0.041055448	NA	NA	NA	NA	NA
YDR014W	0.021703084	NA	0.02136325	0.011127531	0.039480284	2.343380299	2.928062603	2.197890162	2.258062613	3.615347772
YDR015C	0.013488942	0.013894822	0.014165031	0.010633803	0.011712776	0.256859649	0.454734829	0.431522408	0.356428681	0.522815665
YDR016C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR017C	0.183460095	NA	0.169343234	0.190352321	0.169782743	1.414923692	1.210983584	1.264902119	0.895164126	1.037662456
YDR018C	0.051278634	0.042769286	0.033436136	0.041873847	0.046111398	1.234832701	0.836849584	0.856277234	1.208393525	1.30608209
YDR019C	0.078022994	0.093755198	0.075146842	0.079043613	0.083922558	1.52590945	1.550842305	1.584945498	1.450445282	1.515923452
YDR020C	0.088388029	0.067757809	0.082829391	0.075308179	0.081199164	1.513884913	1.763062882	1.459900677	1.396381688	1.647580355
YDR021W	0.067611166	0.056802274	0.067573709	0.062626883	0.063802528	1.314262606	1.125879132	1.072042655	1.029677697	1.098225316
YDR022C	0.045995874	0.037731613	0.053521427	0.049101217	0.046481991	0.548834209	NA	NA	0.543107922	0.586736432
YDR023W	0.162129032	NA	0.150483714	0.163743744	0.151100091	5.16998247	4.23778818	4.543241662	4.064069374	5.029796512
YDR024W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR025W	0.207312156	0.232447733	0.224542614	0.199356667	0.201805246	17.16767369	15.61285354	12.85125429	14.303385	15.59795121
YDR026C	0.110972723	0.104230477	0.10371559	0.099957934	0.116414815	1.997265156	2.365065754	2.927338576	2.24571661	2.347555458
YDR027C	0.035705158	0.037032565	0.033411526	0.032812509	0.040591138	1.599998423	1.765482045	1.846812712	1.634837865	1.913430106
YDR028C	0.112041824	NA	0.106732537	0.112601406	0.111405728	1.842015617	2.543814329	2.37537503	2.53408459	2.355222154
YDR029W	0.100352163	0.078367986	0.088992732	0.105285315	0.093367148	3.921552484	4.376347302	3.307721876	3.483486587	3.710056686
YDR031W	0.06951198	0.056160109	0.061438394	0.068866015	0.04229571	NA	NA	0.682733919	0.60447215	0.519919656
YDR032C	0.061597306	0.054435744	0.054983612	0.05672836	0.050121237	1.312781185	1.007818635	0.947834283	1.028404015	1.133412429
YDR033W	0.410479846	0.342680417	0.356705101	0.365061258	0.316021147	5.256614203	4.586269131	3.793377275	4.83788863	4.464674839
YDR034C	0.058397681	0.056881142	0.065708862	0.056920065	0.067997651	1.829638235	1.74554578	1.664841404	1.894017317	2.211229141
YDR034W-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR035W	0.132167321	0.125611317	0.119941777	0.141373208	0.123597147	2.800632715	2.47759697	2.297893959	2.277179036	2.511911908
YDR036C	0.038232071	0.048443046	0.051663391	0.037086191	0.052612311	2.034208538	2.068730126	2.161149021	1.921517898	2.465081718
YDR037W	0.31923043	0.34645125	0.28264976	0.291123735	0.343844965	12.58861397	17.4521295	16.59614224	18.05281122	20.55897364
YDR038C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR039C	0.079008703	NA	0.074643811	0.096170619	0.083245068	0.285216832	0.339467562	0.327690642	0.295834742	0.240209421
YDR040C	0.082419963	NA	0.084866958	0.086024398	0.11895445	7.706291882	6.398942509	8.397438128	6.010011896	9.204650799
YDR041W	0.087597457	0.074390567	0.077141919	0.087336413	0.081631554	1.321740102	1.151070864	1.511486181	1.162461135	1.497387887
YDR042C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR043C	0.079360309	0.108215367	0.095896946	0.097870983	0.112216094	0.556116209	0.787722528	0.529987	0.61155812	0.751814512
YDR044W	0.208617193	0.219799465	0.174896726	0.17513789	0.18576446	5.864229733	4.769199786	5.984307111	4.71370603	4.322077429
YDR045C	0.121873713	0.139760847	0.13173373	0.12213093	0.135676501	2.305954299	2.0619113	2.135907381	2.267600734	2.789223239
YDR046C	0.190725732	NA	0.173351423	0.199677757	0.22253079	0.875683261	0.962731077	1.064372555	1.091703079	1.185936929
YDR047W	0.232245758	0.260555097	0.217088952	0.264282525	0.253887474	0.789387188	0.719913635	0.683361015	0.688650508	0.736357503
YDR048C	0.054081285	NA	0.041773411	0.036712093	0.037546309	NA	NA	NA	NA	NA
YDR049W	0.064488215	NA	0.061498961	0.061110613	0.067477023	1.089587179	1.337413561	1.259616771	1.289773565	1.273417314
YDR050C	0.677370381	0.633664379	0.554152157	0.789860943	0.616799024	11.98877833	10.16174865	11.11653824	9.797797144	13.68566829
YDR051C	0.159195476	0.141013933	0.14583145	0.141375038	0.153386375	5.927108847	4.685092947	4.377073325	5.809451086	5.857735344
YDR053W	0.049992881	0.049189884	0.046139918	0.041927318	0.050239523	1.876008779	1.980448507	1.992156493	1.789076974	2.106076599
YDR054C	0.134240946	0.145543987	0.129045713	0.12782951	0.139248939	9.270150233	7.791165304	8.097388654	7.057055921	8.465693508
YDR055W	0.087584153	0.094075237	0.088247005	0.07539873	0.101751244	3.437237295	4.153782757	4.622459631	3.606663833	5.287820364
YDR056C	0.109749823	0.09279386	0.088877991	0.100454045	0.09682064	4.638695659	4.527133828	5.264605518	4.873003353	4.870907256
YDR057W	0.043372315	0.040937552	0.046896209	0.042820158	0.046472482	1.227511959	1.523070508	1.51347041	1.419793444	1.535605686
YDR058C	0.016838264	0.01463013	0.015837788	0.015906572	0.015891845	NA	NA	NA	NA	NA
YDR059C	0.036418419	0.035399494	0.039817547	0.032379886	0.036766542	1.052120442	1.147400663	1.229460162	1.087569819	1.054170712
YDR060W	0.2189573	NA	0.205597719	0.19973522	0.226557565	4.764423366	3.741113104	5.318300077	3.174251797	5.397696048
YDR061W	0.127117687	0.137987777	0.122260674	0.12241345	0.134155429	0.916669666	0.949265012	0.874753951	0.776808271	0.997550317
YDR062W	0.101475729	0.101562467	0.101318725	0.103753315	0.101295025	0.968205177	1.031447287	1.134367722	1.029943406	1.018100367
YDR063W	0.088856324	0.08500247	0.079123464	0.075836392	0.07629186	3.070744885	3.036590391	2.413790184	2.690423291	2.912909642
YDR064W	1.400340591	1.218420468	1.446811043	1.404407293	1.428121145	5.680147289	6.225896507	6.024301273	6.57530493	5.573812702
YDR065W	0.115219995	0.105844182	0.105398511	0.109997555	0.111506945	3.151042533	2.668159173	2.569624568	2.424605854	2.700634421
YDR066C	0.078888938	0.061564498	0.087761473	0.086957842	0.072808285	NA	NA	NA	NA	NA
YDR067C	0.054614794	0.054273812	0.06405438	0.069940719	0.067943913	0.472934318	NA	NA	NA	0.496520958
YDR068W	0.110510777	0.101756427	0.096270986	0.083208799	0.107544938	8.446099594	8.196550251	7.919122675	6.90507204	7.830382432
YDR069C	0.029293985	0.033693381	0.036711027	0.028549457	0.037195069	0.739508674	0.851155567	1.094373108	0.757229148	1.004368436
YDR070C	0.057694899	0.039222658	0.036052447	NA	NA	NA	NA	NA	NA	NA
YDR071C	0.12986563	0.104669997	0.173382212	0.15892923	0.119005117	5.057650944	5.382472879	4.282171371	5.111422886	5.014165522
YDR072C	0.14253814	0.153158354	0.130779418	0.153039612	0.142535345	2.938700968	3.046510402	2.925077952	2.589900775	2.74077106
YDR073W	0.254044117	0.198677162	0.226688821	0.218938033	0.189303806	4.319420806	4.472291885	4.402852409	4.415632018	3.589350571
YDR074W	0.064364912	0.080231468	0.060212842	0.065072634	0.074797589	1.573938607	1.775510913	1.928372996	1.843407687	2.054240857
YDR075W	0.050161592	0.038052408	0.043034434	0.038103768	0.040520177	2.610606959	2.738280782	3.713649112	2.616186643	3.265728074
YDR076W	0.046474127	0.043852145	0.046212287	0.041932434	0.050048978	1.783686876	1.508387872	1.410187923	1.469914001	1.642398023
YDR077W	0.4921316	0.635445889	0.434735118	0.590949358	0.438000769	41.84089964	57.62885522	54.62715602	41.5655571	36.93868352
YDR078C	0.066615724	0.054810075	0.062626846	0.062473878	0.060662935	NA	NA	NA	NA	NA
YDR079C-A	0.121609395	0.072171923	0.087128855	0.089139192	0.100910384	4.562862908	3.495421638	4.528547075	3.369124543	3.641631136
YDR079W	0.073275672	0.085726802	0.088465086	0.081899447	0.086010621	1.002874908	1.10147334	0.784556606	1.483081017	1.30756017
YDR080W	0.04195373	NA	0.044488613	0.041250679	0.062487817	0.687732231	0.712781226	0.644712829	0.371569904	0.729057579
YDR081C	0.050457918	0.054384202	0.048115745	0.046241411	0.059258671	2.10104496	2.659002645	2.82339585	2.632745293	3.144950604
YDR082W	0.037959872	0.03730452	0.038622776	0.039074637	0.032712674	0.689867818	0.610301521	0.658251018	0.724824482	0.593106227
YDR083W	0.116428143	0.100508471	0.11658754	0.119206748	0.111477623	6.0147108	5.259928737	4.519469031	4.675041796	5.111417228
YDR084C	0.029943773	0.030856911	0.035051931	0.034067539	0.031084009	0.479768006	NA	0.716470957	NA	0.756856632
YDR085C	0.028519346	0.032514966	0.02847836	0.02394562	0.034749949	0.369090453	0.508176138	0.373435181	0.359986947	0.506510157
YDR086C	0.21105943	0.105087916	0.112504361	0.119330868	0.112504609	65.4440487	51.79769688	51.43660113	54.10571847	56.39630301
YDR087C	0.170976377	0.13832694	0.153642912	0.119135239	0.131969848	1.366839734	1.325916088	1.259211667	0.987037733	1.346933674
YDR088C	0.107542715	0.110189401	0.106530617	0.096777522	0.112481559	3.684670945	3.353383637	3.129742242	2.965854567	3.910472335
YDR089W	0.025600711	0.028221555	0.033441092	0.02752117	0.0347688	0.578428583	0.820670039	0.951385746	0.775943091	0.845151988
YDR090C	0.052083277	0.06259724	0.0543401	0.044091869	0.058308214	0.404731898	0.439294198	0.436388479	0.427031163	0.457691547
YDR091C	0.11936203	0.10743799	0.11681346	0.122123646	0.120924173	1.474000308	1.043237548	1.492536494	1.1999774	1.390452447
YDR092W	0.21398293	0.190990472	0.211085269	0.240697068	0.203696125	1.611003466	1.355766206	1.976062386	1.54978931	1.854134873
YDR093W	0.048691135	0.051996037	0.042836715	0.039425071	0.043962491	1.924101913	1.949526408	2.310331098	1.789247113	1.785916202
YDR094W	0.108657792	0.146655957	0.135634775	0.109357221	0.132658103	1.676936803	1.886770631	2.252362582	2.541045542	2.330614448
YDR095C	0.15599072	0.194195851	0.130179998	0.123457759	0.198199633	0.514305119	0.674696298	0.60002185	0.635928699	0.8037387
YDR096W	0.029915822	0.038652104	0.028821381	0.030138993	0.038523722	1.320348763	1.651871811	1.655870004	1.482587605	1.653594191
YDR097C	0.075881959	0.080241272	0.083160668	0.07059933	0.083217252	0.826397691	1.029535293	1.018120525	0.878525576	1.027262991
YDR098C	0.056508723	0.055505526	0.059806478	0.052439843	0.052602191	2.889062347	2.833380046	2.904733691	2.818004072	2.994255178
YDR099W	0.077655599	0.088151586	0.078972431	0.080823048	0.072183369	21.30059807	24.00348098	25.55149312	24.00684635	24.30859449
YDR100W	0.04976694	0.052914443	0.048243194	0.039324771	0.040464283	1.113360981	1.254536807	1.442877148	1.147367323	1.179752532
YDR101C	0.111730059	0.113459537	0.116987986	0.107070857	0.119489309	2.322656672	2.486893583	2.386066422	2.63710891	3.045420954
YDR102C	0.031098574	0.049328499	0.039820368	0.031570712	0.033655119	0.959854763	1.303060205	0.97206421	0.815268876	0.983782869
YDR103W	0.258416509	0.229207777	0.120873558	0.149351175	0.220563776	1.290440076	1.64759901	1.621634398	1.352208088	1.735620526
YDR104C	0.042600766	0.040560033	0.045671706	0.046218438	0.045726033	0.496624174	0.574704818	0.563643066	0.567298865	0.587674043
YDR105C	0.041927936	NA	0.046521554	0.040153217	0.040029577	0.873370318	0.691130666	0.760078	0.98232726	0.853255351
YDR106W	0.035901541	0.033780232	0.031899873	0.035153983	0.023811804	NA	NA	NA	NA	NA
YDR107C	0.028041672	NA	0.027058109	0.020602834	0.027383291	0.514558963	0.568949913	0.625277888	0.610312191	0.629074988
YDR108W	0.033158947	0.035540171	0.033847092	0.033261942	0.036870521	0.719576779	0.782322549	0.783712724	0.723236454	0.886550833
YDR109C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR110W	0.098840781	0.100168212	0.104503271	0.096681565	0.106415249	1.102554618	1.18906119	1.302972456	1.174559397	1.201906701
YDR111C	0.049174849	0.055366051	0.049890205	0.048332645	0.052593464	0.566805967	0.574062583	0.643197055	0.57425929	0.559471442
YDR112W	0.049675063	0.035002331	0.046161664	0.043762229	0.036874898	1.042202395	1.152490307	0.927590518	1.332839935	1.243295913
YDR113C	0.082570408	0.098603314	0.083811611	0.078799414	0.089672799	4.08203421	3.085616816	3.488286129	3.135976945	3.61886679
YDR114C	0.097582854	0.077064038	0.075170981	0.091404342	0.058020711	1.233041406	NA	0.907538367	NA	NA
YDR115W	0.177819758	0.062914682	0.107405423	0.092824757	0.110393879	3.078853712	1.898772336	2.568549034	2.421598029	2.10706827
YDR116C	0.093201257	0.094334264	0.09357699	0.08844669	0.086273567	1.481001994	2.072740457	2.581798339	2.53504658	1.772040631
YDR117C	0.033800977	0.038841769	0.035681186	0.036218224	0.039273301	2.107360567	2.141013919	2.217184112	1.996214557	2.040788928
YDR118W	0.046328653	NA	0.045171152	0.042762095	0.052526208	0.336524598	0.346303373	0.374700097	0.294528321	0.358636618
YDR119W	0.084937202	0.082096247	0.085392586	0.081404338	0.090904026	0.924458246	0.914458037	0.937190713	0.951630708	1.12019822
YDR120C	0.082078764	0.075312209	0.082058813	0.079343325	0.0806703	1.896867202	2.135481033	2.26980224	2.193024915	2.115867793
YDR121W	0.123824833	0.095661707	0.107812236	0.117202402	0.096381222	5.474168515	5.826419259	5.580824901	5.347889226	5.28131699
YDR122W	0.074728339	0.095494171	0.091477787	0.076452512	0.085269188	1.783125168	1.865839889	1.806742633	1.944917848	1.798221878
YDR123C	0.038016875	0.048412904	0.037435263	0.031810311	0.037851401	1.685198157	1.853766179	1.73816486	1.263065705	1.950305901
YDR124W	0.024081834	0.027641724	0.028363139	0.025884801	0.026308024	0.485978115	NA	0.513706314	0.469732228	0.544347905
YDR125C	0.029708095	0.02670365	0.026759448	0.027803489	0.023040002	0.802816519	0.78599474	0.665982345	0.756517256	0.69738972
YDR126W	0.117514759	0.13161261	0.111474834	0.122187349	0.101146122	6.543688085	6.679955897	5.593435368	5.628154075	7.236859836
YDR127W	0.070743708	0.10612406	0.084915595	0.068134648	0.089058425	2.63745257	3.783911972	3.472870307	2.689328044	2.910564852
YDR128W	0.113035007	0.119345691	0.108784163	0.101616584	0.115957701	1.727114447	2.118453922	2.034931982	1.890125349	2.240376014
YDR129C	0.135898984	NA	0.119807251	0.120956668	0.156764763	1.781066015	1.504668998	1.844369971	1.362774037	1.893533566
YDR130C	0.066294019	0.064318558	0.069593133	0.066875339	0.071075786	1.207365854	1.61109603	1.613667374	1.738640705	1.848989911
YDR131C	0.016638116	0.016381585	0.021722968	0.017537448	0.021498954	0.383438222	0.417788536	0.438932592	0.383338912	0.478133217
YDR132C	0.063360203	0.063614412	0.054848388	0.059245364	0.060421737	1.088157167	0.718855385	0.752699184	0.693470378	0.792449188
YDR133C	0.270033276	0.228776274	0.296994338	0.26712308	0.222952562	6.161927504	5.234052333	4.983384431	3.934826342	3.963310021
YDR134C	0.244584129	0.275790383	0.192691481	0.151117406	0.286017783	10.89830642	9.682478561	8.371935401	9.886249066	8.793404263
YDR135C	0.054265645	NA	0.046127336	0.067287954	0.053306773	0.59519554	0.637659415	0.721640476	NA	0.770056665
YDR136C	0.025927282	NA	0.028186363	0.032748455	NA	0.364349396	NA	NA	NA	NA
YDR137W	0.052568988	NA	0.053743648	0.059435973	0.061284752	1.060476388	1.207897146	1.238304279	0.941205873	1.402915453
YDR139C	0.118464963	0.10062215	0.121737313	0.133140102	0.125191342	4.41350214	5.848466884	5.148020454	6.432234587	6.488992727
YDR140W	0.074303002	0.052361042	0.090462686	0.078381424	0.069118898	3.446442907	3.050484426	3.153171344	2.704106449	3.015201403
YDR141C	0.044942766	0.061154148	0.051192351	0.057035591	0.073112968	1.769684801	2.356656025	2.425294511	2.433460733	2.771776839
YDR142C	0.093460318	0.094982528	0.095599571	0.090036341	0.107957457	1.085942558	1.1544163	1.034467318	1.067294946	1.196931533
YDR143C	0.123592682	0.144351699	0.118077085	0.101738933	0.131203224	3.4957013	3.686985125	4.149268253	3.741610332	4.413712361
YDR144C	0.063915728	0.072844721	0.06192869	0.056419863	0.062698332	3.047223922	3.344678778	3.674302311	3.505411331	3.935962855
YDR145W	0.174967574	0.190447824	0.184018649	0.194286647	0.19259764	5.401366501	6.182866718	5.984747735	5.440363847	6.382951688
YDR146C	0.047550062	0.04799173	0.053905509	0.047562044	0.056313182	3.968138285	4.161358109	3.869930457	3.90957268	4.605897972
YDR148C	0.049972565	0.061957957	0.053362747	0.050876105	0.055914683	1.837524727	1.726478274	1.769714015	1.514709743	1.609558673
YDR149C	0.045635195	0.039646784	0.052608561	0.05079178	0.047283365	2.497003776	2.415046447	2.368466	1.941359589	2.582161864
YDR150W	0.145584641	0.159717162	0.133853076	0.13011186	0.149193983	3.667297548	4.560244348	3.794323746	4.035607838	4.211993494
YDR151C	0.130575663	0.141563188	0.168906585	0.15496883	0.164506718	2.719699001	1.411870421	2.113666468	2.094989533	2.377245816
YDR152W	0.236019362	0.210253675	0.245569784	0.247960028	0.216057755	4.355239487	3.461186652	3.389426341	3.955609296	4.36576246
YDR153C	0.19784824	0.204400074	0.187958634	0.174243203	0.201941679	3.809131179	5.30144998	4.544513728	4.172864265	4.284225329
YDR154C	0.309284195	0.368650184	0.288512543	0.281918949	0.240131136	12.54966105	12.96185794	10.72356451	11.06557568	11.33239917
YDR155C	0.16564445	0.156517413	0.144551104	0.116338423	0.170360719	14.75239817	16.86945977	13.70217179	8.480246608	12.79677569
YDR156W	0.333815172	0.350226861	0.284607894	0.262798943	0.344956633	3.459914739	4.449115298	3.900442894	3.458955114	3.160578747
YDR157W	0.143467686	0.10367344	0.122458009	0.101774065	0.129177276	1.584208478	1.236754072	1.26754989	1.11381912	1.499924814
YDR158W	0.201956513	0.210134385	0.192784248	0.196068054	0.204864497	3.352280098	3.124863737	2.745646259	2.664491199	2.882770467
YDR159W	NA	NA	0.129648659	0.076240105	0.119564838	NA	2.491122978	2.224886942	1.993787459	1.997140073
